epoch,beats_binary_accuracy,beats_loss,downbeats_binary_accuracy,downbeats_loss,loss,lr,tempo_binary_accuracy,tempo_loss,val_beats_binary_accuracy,val_beats_loss,val_downbeats_binary_accuracy,val_downbeats_loss,val_loss,val_tempo_binary_accuracy,val_tempo_loss
10,0.9267498254776001,0.7405637502670288,0.9089643359184265,0.3065515458583832,1.224589228630066,0.005,0.9796341061592102,0.17747697234153748,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
11,0.9298145174980164,0.7086039185523987,0.9126620292663574,0.277716726064682,1.1637964248657227,0.005,0.9796341061592102,0.17747697234153748,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
12,0.9295392632484436,0.7372691035270691,0.9108819961547852,0.31957370042800903,1.2343189716339111,0.0009999999,0.979634165763855,0.17747698724269867,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
13,0.9288574457168579,0.7126706838607788,0.9098562598228455,0.30276405811309814,1.1929106712341309,0.0009999999,0.9796340465545654,0.17747700214385986,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
14,0.9292686581611633,0.7359904050827026,0.9104084968566895,0.32017916440963745,1.2336453199386597,0.0009999999,0.9796339273452759,0.17747701704502106,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
15,0.9302293062210083,0.716658890247345,0.9111239910125732,0.31023451685905457,1.2043695449829102,0.0009999999,0.9796341061592102,0.17747695744037628,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
16,0.9288831949234009,0.7201913595199585,0.909566342830658,0.3140832483768463,1.2117525339126587,0.0009999999,0.9796339273452759,0.1774769425392151,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
17,0.9294108152389526,0.7139010429382324,0.9101081490516663,0.3087911009788513,1.2001690864562988,0.0009999999,0.9796341061592102,0.17747695744037628,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
18,0.9277966618537903,0.7099031805992126,0.9082044363021851,0.30913111567497253,1.196510672569275,0.0009999999,0.9796340465545654,0.17747698724269867,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
19,0.9285112619400024,0.7282136082649231,0.9094462990760803,0.3173768222332001,1.2230652570724487,0.0009999999,0.9796339869499207,0.17747700214385986,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
20,0.9299726486206055,0.7317569851875305,0.9110108017921448,0.32053282856941223,1.2297663688659668,0.0009999999,0.9796342253684998,0.17747698724269867,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
21,0.9282488226890564,0.7279651165008545,0.9091401100158691,0.3168703317642212,1.2223114967346191,0.0009999999,0.9796338677406311,0.1774769276380539,0.9385611414909363,0.6106269955635071,0.905824601650238,0.14271323382854462,0.9303326606750488,0.9801722168922424,0.17699190974235535
